season,player,team,games_played,minutes_per_game
2011-2012,Willie Green,ATL,53,17.4
2011-2012,Donte Greene,SAC,53,14.7
2011-2012,Blake Griffin,LAC,66,36.2
2011-2012,Richard Hamilton,CHI,28,24.9
2011-2012,Tyler Hansbrough,IND,66,21.8
2011-2012,James Harden,OKC,62,31.4
2011-2012,Josh Harrellson,NYK,37,14.6
2011-2012,Al Harrington,DEN,64,27.5
2011-2012,Devin Harris,UTA,63,27.6
2011-2012,Manny Harris,CLE,26,17.5
2011-2012,Tobias Harris,MIL,42,11.4
2011-2012,Udonis Haslem,MIA,64,24.8
2011-2012,Spencer Hawes,PHI,37,24.9
2011-2012,Chuck Hayes,SAC,54,19.2
2011-2012,Gordon Hayward,UTA,66,30.5
2011-2012,Brendan Haywood,DAL,54,21.2
2011-2012,Gerald Henderson,CHA,55,33.3
2011-2012,Xavier Henry,NOP,45,16.9
2011-2012,Roy Hibbert,IND,65,29.8
2011-2012,J.J. Hickson,POR,54,23.0
2011-2012,Cory Higgins,CHA,38,11.1
2011-2012,George Hill,IND,50,25.5
2011-2012,Grant Hill,PHX,49,28.1
2011-2012,Jordan Hill,LAL,39,14.1
2011-2012,Kirk Hinrich,ATL,48,25.8
2011-2012,Jrue Holiday,PHI,65,33.8
2011-2012,Ryan Hollins,BOS,39,13.4
2011-2012,Al Horford,ATL,11,31.6
2011-2012,Dwight Howard,ORL,54,38.3
2011-2012,Josh Howard,UTA,43,23.0
2011-2012,Kris Humphries,NJN,62,34.9
2011-2012,Serge Ibaka,OKC,66,27.1
2011-2012,Andre Iguodala,PHI,62,35.6
2011-2012,Ersan Ilyasova,MIL,60,27.6
2011-2012,Kyrie Irving,CLE,51,30.5
2011-2012,Royal Ivey,OKC,34,10.4
2011-2012,Jarrett Jack,NOP,45,34.0
2011-2012,Reggie Jackson,OKC,45,11.1
2011-2012,Stephen Jackson,SAS,47,25.8
2011-2012,LeBron James,MIA,62,37.5
2011-2012,Antawn Jamison,CLE,65,33.1
2011-2012,Al Jefferson,UTA,61,34.0
2011-2012,Richard Jefferson,GSW,63,27.7
2011-2012,Jared Jeffries,NYK,39,18.7
2011-2012,Charles Jenkins,GSW,51,17.5
2011-2012,Brandon Jennings,MIL,66,35.3
2011-2012,Jonas Jerebko,DET,64,22.9
2011-2012,Amir Johnson,TOR,64,24.3
2011-2012,Ivan Johnson,ATL,56,16.7
2011-2012,James Johnson,TOR,62,25.2
2011-2012,Joe Johnson,ATL,60,35.4
2011-2012,Wesley Johnson,MIN,65,22.6
2011-2012,Dahntay Jones,IND,65,16.2
2011-2012,James Jones,MIA,51,13.1
2011-2012,DeAndre Jordan,LAC,66,27.2
2011-2012,Chris Kaman,NOP,47,29.2
2011-2012,Enes Kanter,UTA,66,13.2
2011-2012,Jason Kidd,DAL,48,28.7
2011-2012,Linas Kleiza,TOR,49,21.6
2011-2012,Brandon Knight,DET,66,32.2
2011-2012,Kyle Korver,CHI,65,22.6
2011-2012,Kosta Koufos,DEN,48,16.5
2011-2012,Carl Landry,NOP,41,24.4
2011-2012,Ty Lawson,DEN,61,34.8
2011-2012,Courtney Lee,HOU,58,30.3
2011-2012,David Lee,GSW,57,37.2
2011-2012,Kawhi Leonard,SAS,64,24.0
2011-2012,Jon Leuer,MIL,46,12.1
2011-2012,Arron Afflalo,DEN,62,33.7
2011-2012,LaMarcus Aldridge,POR,55,36.3
2011-2012,Lavoy Allen,PHI,41,15.2
2011-2012,Ray Allen,BOS,46,34.0
2011-2012,Tony Allen,MEM,58,26.3
2011-2012,Al-Farouq Aminu,NOP,66,22.4
2011-2012,Lou Amundson,IND,60,12.5
2011-2012,Chris Andersen,DEN,32,15.2
2011-2012,Alan Anderson,TOR,17,27.1
2011-2012,James Anderson,SAS,51,11.8
2011-2012,Ryan Anderson,ORL,61,32.2
2011-2012,Carmelo Anthony,NYK,55,34.1
2011-2012,Joel Anthony,MIA,64,21.1
2011-2012,Trevor Ariza,NOP,41,32.9
2011-2012,Omer Asik,CHI,66,14.7
2011-2012,D.J. Augustin,CHA,48,29.3
2011-2012,Gustavo Ayon,NOP,54,20.2
2011-2012,Luke Babbitt,POR,40,13.4
2011-2012,Leandro Barbosa,IND,64,21.6
2011-2012,J.J. Barea,MIN,41,25.2
2011-2012,Andrea Bargnani,TOR,31,33.3
2011-2012,Matt Barnes,LAL,63,22.9
2011-2012,Brandon Bass,BOS,59,31.7
2011-2012,Shane Battier,MIA,65,23.1
2011-2012,Nicolas Batum,POR,59,30.4
2011-2012,Jerryd Bayless,TOR,31,22.7
2011-2012,Michael Beasley,MIN,47,23.1
2011-2012,Rodrigue Beaubois,DAL,53,21.7
2011-2012,Marco Belinelli,NOP,66,29.8
2011-2012,Raja Bell,UTA,34,23.4
2011-2012,Mike Bibby,NYK,39,14.3
2011-2012,Andris Biedrins,GSW,47,15.7
2011-2012,Chauncey Billups,LAC,20,30.3
2011-2012,Bismack Biyombo,CHA,63,23.1
2011-2012,DeJuan Blair,SAS,64,21.3
2011-2012,Steve Blake,LAL,53,23.3
2011-2012,Andray Blatche,WAS,26,24.1
2011-2012,Eric Bledsoe,LAC,40,11.6
2011-2012,Matt Bonner,SAS,65,20.4
2011-2012,Trevor Booker,WAS,50,25.2
2011-2012,Carlos Boozer,CHI,66,29.5
2011-2012,Chris Bosh,MIA,57,35.2
2011-2012,Avery Bradley,BOS,64,21.4
2011-2012,Elton Brand,PHI,60,28.9
2011-2012,Corey Brewer,DEN,59,21.8
2011-2012,Ronnie Brewer,CHI,66,24.8
2011-2012,MarShon Brooks,NJN,56,29.4
2011-2012,Derrick Brown,CHA,65,22.2
2011-2012,Shannon Brown,PHX,59,23.7
2011-2012,Kobe Bryant,LAL,58,38.5
2011-2012,Chase Budinger,HOU,58,22.4
2011-2012,Alec Burks,UTA,59,15.9
2011-2012,Caron Butler,LAC,63,29.7
2011-2012,Rasual Butler,TOR,33,13.7
2011-2012,Andrew Bynum,LAL,60,35.2
2011-2012,Will Bynum,DET,36,14.3
2011-2012,Jose Calderon,TOR,53,33.9
2011-2012,Marcus Camby,HOU,59,22.9
2011-2012,DeMarre Carroll,UTA,24,14.5
2011-2012,Matt Carroll,CHA,53,11.3
2011-2012,Vince Carter,DAL,61,25.3
2011-2012,Omri Casspi,CLE,65,20.6
2011-2012,Mario Chalmers,MIA,64,28.5
2011-2012,Tyson Chandler,NYK,62,33.2
2011-2012,Josh Childress,PHX,34,14.5
2011-2012,Earl Clark,ORL,45,12.4
2011-2012,Norris Cole,MIA,65,19.4
2011-2012,Darren Collison,IND,60,31.3
2011-2012,Nick Collison,OKC,63,20.7
2011-2012,Mike Conley,MEM,62,35.1
2011-2012,Daequan Cook,OKC,57,17.4
2011-2012,DeMarcus Cousins,SAC,64,30.5
2011-2012,Jamal Crawford,POR,60,26.9
2011-2012,Jordan Crawford,WAS,64,27.4
2011-2012,Dante Cunningham,MEM,64,17.6
2011-2012,Stephen Curry,GSW,26,28.1
2011-2012,Samuel Dalembert,HOU,65,22.3
2011-2012,Marquis Daniels,BOS,38,12.7
2011-2012,Baron Davis,NYK,29,20.5
2011-2012,Ed Davis,TOR,66,23.2
2011-2012,Glen Davis,ORL,61,23.4
2011-2012,Austin Daye,DET,41,14.7
2011-2012,Carlos Delfino,MIL,54,28.5
2011-2012,Luol Deng,CHI,54,39.4
2011-2012,DeMar DeRozan,TOR,63,35.0
2011-2012,Boris Diaw,SAS,57,25.0
2011-2012,Keyon Dooling,BOS,46,14.4
2011-2012,Toney Douglas,NYK,38,17.3
2011-2012,Goran Dragic,HOU,66,26.5
2011-2012,Jared Dudley,PHX,65,31.1
2011-2012,Chris Duhon,ORL,63,19.5
2011-2012,Tim Duncan,SAS,58,28.2
2011-2012,Mike Dunleavy,MIL,55,26.3
2011-2012,Kevin Durant,OKC,66,38.6
2011-2012,Devin Ebanks,LAL,24,16.5
2011-2012,Wayne Ellington,MIN,51,19.1
2011-2012,Monta Ellis,MIL,58,36.6
2011-2012,Reggie Evans,LAC,56,13.8
2011-2012,Tyreke Evans,SAC,63,34.3
2011-2012,Kenneth Faried,DEN,46,22.5
2010-2011,Jason Thompson,SAC,75,23.3
2010-2011,Al Thornton,GSW,71,19.5
2010-2011,Marcus Thornton,SAC,73,24.3
2010-2011,Anthony Tolliver,MIN,65,21.0
2010-2011,Ronny Turiaf,NYK,64,17.8
2010-2011,Hedo Turkoglu,ORL,81,31.4
2010-2011,Evan Turner,PHI,78,23.0
2010-2011,Ekpe Udoh,GSW,58,17.8
2010-2011,Beno Udrih,SAC,79,34.6
2010-2011,Anderson Varejao,CLE,31,32.1
2010-2011,Greivis Vasquez,MEM,70,12.3
2010-2011,Charlie Villanueva,DET,76,21.9
2010-2011,Sasha Vujacic,NJN,67,24.6
2010-2011,Dwyane Wade,MIA,76,37.1
2010-2011,Von Wafer,BOS,58,9.5
2010-2011,Henry Walker,NYK,61,12.9
2010-2011,John Wall,WAS,69,37.8
2010-2011,Ben Wallace,DET,54,22.9
2010-2011,Gerald Wallace,POR,71,37.9
2010-2011,Hakim Warrick,PHX,80,17.7
2010-2011,C.J. Watson,CHI,82,13.3
2010-2011,Earl Watson,UTA,80,19.6
2010-2011,Martell Webster,MIN,46,23.8
2010-2011,Sonny Weems,TOR,59,24.0
2010-2011,David West,NOP,70,35.0
2010-2011,Delonte West,BOS,24,18.9
2010-2011,Russell Westbrook,OKC,82,34.7
2010-2011,D.J. White,CHA,47,14.6
2010-2011,Chris Wilcox,DET,57,17.5
2010-2011,Damien Wilkins,ATL,52,13.0
2010-2011,Deron Williams,NJN,65,37.9
2010-2011,Lou Williams,PHI,75,23.3
2010-2011,Marvin Williams,ATL,65,28.7
2010-2011,Mo Williams,LAC,58,30.8
2010-2011,Reggie Williams,GSW,80,20.3
2010-2011,Shawne Williams,NYK,64,20.7
2010-2011,Shelden Williams,NYK,59,15.4
2010-2011,Metta World Peace,LAL,82,29.4
2010-2011,Dorell Wright,GSW,82,38.4
2010-2011,Julian Wright,TOR,52,14.7
2010-2011,Jianlian Yi,WAS,63,17.6
2010-2011,Nick Young,WAS,64,31.8
2010-2011,Sam Young,MEM,78,20.2
2010-2011,Thaddeus Young,PHI,82,26.0
2010-2011,Courtney Lee,HOU,81,21.3
2010-2011,David Lee,GSW,73,36.1
2010-2011,Rashard Lewis,WAS,57,32.0
2010-2011,Shaun Livingston,CHA,73,17.3
2010-2011,Brook Lopez,NJN,82,35.2
2010-2011,Robin Lopez,PHX,67,14.8
2010-2011,Kevin Love,MIN,73,35.8
2010-2011,Kyle Lowry,HOU,75,34.2
2010-2011,Corey Maggette,MIL,67,20.9
2010-2011,Ian Mahinmi,DAL,56,8.7
2010-2011,Shawn Marion,DAL,80,28.2
2010-2011,Cartier Martin,WAS,52,10.4
2010-2011,Kenyon Martin,DEN,48,25.7
2010-2011,Kevin Martin,HOU,80,32.5
2010-2011,Wesley Matthews,POR,82,33.6
2010-2011,Jason Maxiell,DET,57,16.3
2010-2011,Eric Maynor,OKC,82,14.6
2010-2011,O.J. Mayo,MEM,71,26.3
2010-2011,Luc Mbah a Moute,MIL,79,26.5
2010-2011,Antonio McDyess,SAS,73,19.0
2010-2011,JaVale McGee,WAS,79,27.8
2010-2011,Tracy McGrady,DET,72,23.4
2010-2011,Dominic McGuire,CHA,52,14.6
2010-2011,Josh McRoberts,IND,72,22.2
2010-2011,Jodie Meeks,PHI,74,27.9
2010-2011,C.J. Miles,UTA,78,25.2
2010-2011,Darko Milicic,MIN,69,24.4
2010-2011,Andre Miller,POR,81,32.7
2010-2011,Brad Miller,HOU,60,16.9
2010-2011,Mike Miller,MIA,41,20.4
2010-2011,Patty Mills,POR,64,12.2
2010-2011,Paul Millsap,UTA,76,34.3
2010-2011,Nazr Mohammed,OKC,75,17.1
2010-2011,Greg Monroe,DET,80,27.8
2010-2011,Jamario Moon,LAC,59,17.7
2010-2011,Anthony Morrow,NJN,58,32.0
2010-2011,Timofey Mozgov,DEN,45,11.6
2010-2011,Steve Nash,PHX,75,33.3
2010-2011,Gary Neal,SAS,80,21.1
2010-2011,Jameer Nelson,ORL,76,30.5
2010-2011,Maybyner Nene,DEN,75,30.5
2010-2011,Joakim Noah,CHI,48,32.8
2010-2011,Andres Nocioni,PHI,54,17.2
2010-2011,Dirk Nowitzki,DAL,73,34.3
2010-2011,Jermaine O'Neal,BOS,24,18.0
2010-2011,Shaquille O'Neal,BOS,37,20.3
2010-2011,Lamar Odom,LAL,82,32.2
2010-2011,Emeka Okafor,NOP,72,31.8
2010-2011,Travis Outlaw,NJN,82,28.8
2010-2011,Zaza Pachulia,ATL,79,15.7
2010-2011,Anthony Parker,CLE,72,29.0
2010-2011,Tony Parker,SAS,78,32.4
2010-2011,Patrick Patterson,HOU,52,16.7
2010-2011,Chris Paul,NOP,80,36.0
2010-2011,Nikola Pekovic,MIN,65,13.7
2010-2011,Kendrick Perkins,OKC,29,25.6
2010-2011,Johan Petro,NJN,77,11.6
2010-2011,Paul Pierce,BOS,80,34.7
2010-2011,Mickael Pietrus,PHX,57,19.4
2010-2011,Quincy Pondexter,NOP,66,11.1
2010-2011,James Posey,IND,49,17.1
2010-2011,Josh Powell,ATL,54,12.1
2010-2011,A.J. Price,IND,50,15.9
2010-2011,Ronnie Price,UTA,59,12.2
2010-2011,Tayshaun Prince,DET,78,32.8
2010-2011,Joel Przybilla,CHA,36,14.4
2010-2011,Vladimir Radmanovic,GSW,74,15.8
2010-2011,Anthony Randolph,MIN,40,14.7
2010-2011,Zach Randolph,MEM,75,36.3
2010-2011,J.J. Redick,ORL,59,25.6
2010-2011,Jason Richardson,ORL,80,33.9
2010-2011,Quentin Richardson,ORL,57,16.8
2010-2011,Luke Ridnour,MIN,71,30.4
2010-2011,Nate Robinson,OKC,59,17.2
2010-2011,Rajon Rondo,BOS,68,37.2
2010-2011,Derrick Rose,CHI,81,37.4
2010-2011,Brandon Roy,POR,47,27.9
2010-2011,Brandon Rush,IND,67,26.2
2010-2011,John Salmons,MIL,73,35.0
2010-2011,Samardo Samuels,CLE,37,19.0
2010-2011,Larry Sanders,MIL,60,14.5
2010-2011,Luis Scola,HOU,74,32.6
2010-2011,Thabo Sefolosha,OKC,79,25.9
2010-2011,Kevin Seraphin,WAS,58,10.9
2010-2011,Ramon Sessions,CLE,81,26.3
2010-2011,Craig Smith,LAC,48,12.2
2010-2011,J.R. Smith,DEN,79,24.9
2010-2011,Jason Smith,NOP,77,14.3
2010-2011,Josh Smith,ATL,77,34.3
2010-2011,Marreese Speights,PHI,64,11.5
2010-2011,Tiago Splitter,SAS,60,12.3
2010-2011,DeShawn Stevenson,DAL,72,16.1
2010-2011,Peja Stojakovic,DAL,33,18.7
2010-2011,Amar'e Stoudemire,NYK,78,36.8
2010-2011,Rodney Stuckey,DET,70,31.2
2010-2011,Jeff Teague,ATL,70,13.8
2010-2011,Sebastian Telfair,MIN,37,19.2
2010-2011,Jason Terry,DAL,82,31.3
2010-2011,Kurt Thomas,CHI,52,22.7
2010-2011,Tyrus Thomas,CHA,41,21.0
2010-2011,Francisco Elson,UTA,62,9.8
2010-2011,Semih Erden,CLE,41,14.5
2010-2011,Maurice Evans,WAS,73,21.2
2010-2011,Reggie Evans,TOR,30,26.6
2010-2011,Tyreke Evans,SAC,57,37.0
2010-2011,Christian Eyenga,CLE,44,21.5
2010-2011,Jordan Farmar,NJN,73,24.6
2010-2011,Derrick Favors,UTA,78,19.7
2010-2011,Raymond Felton,DEN,75,36.5
2010-2011,Rudy Fernandez,POR,78,23.3
2010-2011,Landry Fields,NYK,82,31.0
2010-2011,Derek Fisher,LAL,82,28.0
2010-2011,Jonny Flynn,MIN,53,18.5
2010-2011,Gary Forbes,DEN,63,12.6
2010-2011,T.J. Ford,IND,41,18.9
2010-2011,Jeff Foster,IND,56,16.8
2010-2011,Randy Foye,LAC,63,24.6
2010-2011,Channing Frye,PHX,77,33.0
2010-2011,Danilo Gallinari,DEN,62,33.9
2010-2011,Francisco Garcia,SAC,58,23.9
2010-2011,Kevin Garnett,BOS,71,31.3
2010-2011,Marc Gasol,MEM,81,31.9
2010-2011,Pau Gasol,LAL,82,37.0
2010-2011,Rudy Gay,MEM,54,39.8
2010-2011,Alonzo Gee,CLE,56,20.0
2010-2011,Paul George,IND,61,20.7
2010-2011,Daniel Gibson,CLE,67,27.8
2010-2011,Taj Gibson,CHI,80,21.8
2010-2011,Manu Ginobili,SAS,80,30.3
2010-2011,Ryan Gomes,LAC,76,27.6
2010-2011,Drew Gooden,MIL,35,24.6
2010-2011,Ben Gordon,DET,82,26.0
2010-2011,Eric Gordon,LAC,56,37.7
2010-2011,Marcin Gortat,PHX,80,25.4
2010-2011,Joey Graham,CLE,39,15.0
2010-2011,Stephen Graham,NJN,59,16.2
2010-2011,Danny Granger,IND,79,35.0
2010-2011,Aaron Gray,NOP,41,12.9
2010-2011,Jeff Green,BOS,75,32.4
2010-2011,Willie Green,NOP,77,21.7
2010-2011,Donte Greene,SAC,69,16.3
2010-2011,Blake Griffin,LAC,82,37.9
2010-2011,Richard Hamilton,DET,55,27.2
2010-2011,Tyler Hansbrough,IND,70,21.9
2010-2011,Luke Harangody,CLE,49,13.1
2010-2011,James Harden,OKC,82,26.7
2010-2011,Al Harrington,DEN,73,22.8
2010-2011,Devin Harris,UTA,71,31.7
2010-2011,Manny Harris,CLE,54,17.3
2010-2011,Udonis Haslem,MIA,13,26.5
2010-2011,Spencer Hawes,PHI,81,21.2
2010-2011,Chuck Hayes,HOU,74,28.1
2010-2011,Gordon Hayward,UTA,72,16.9
2010-2011,Brendan Haywood,DAL,72,18.5
2010-2011,Luther Head,SAC,36,16.3
2010-2011,Gerald Henderson,CHA,68,24.4
2010-2011,Xavier Henry,MEM,38,13.9
2010-2011,Roy Hibbert,IND,81,27.7
2010-2011,J.J. Hickson,CLE,80,28.2
2010-2011,George Hill,SAS,76,28.3
2010-2011,Grant Hill,PHX,80,30.1
2010-2011,Jordan Hill,HOU,72,15.6
2010-2011,Kirk Hinrich,ATL,72,30.0
2010-2011,Jrue Holiday,PHI,82,35.4
2010-2011,Ryan Hollins,CLE,70,16.9
2010-2011,Al Horford,ATL,77,35.1
2010-2011,Eddie House,MIA,56,17.5
2010-2011,Dwight Howard,ORL,78,37.6
2010-2011,Juwan Howard,MIA,57,10.4
2010-2011,Kris Humphries,NJN,74,27.8
2010-2011,Serge Ibaka,OKC,82,27.0
2010-2011,Andre Iguodala,PHI,67,36.8
2010-2011,Zydrunas Ilgauskas,MIA,72,15.9
2010-2011,Ersan Ilyasova,MIL,60,25.1
2010-2011,Jarrett Jack,NOP,83,20.8
2010-2011,Stephen Jackson,CHA,67,35.9
2010-2011,LeBron James,MIA,79,38.8
2010-2011,Antawn Jamison,CLE,56,32.9
2010-2011,Al Jefferson,UTA,82,35.9
2010-2011,Richard Jefferson,SAS,81,30.4
2010-2011,Jared Jeffries,NYK,42,14.3
2010-2011,Brandon Jennings,MIL,63,34.4
2010-2011,Pooh Jeter,SAC,62,13.8
2010-2011,Amir Johnson,TOR,72,25.7
2010-2011,James Johnson,TOR,38,21.6
2010-2011,Joe Johnson,ATL,72,35.5
2010-2011,Wesley Johnson,MIN,79,26.2
2010-2011,Dahntay Jones,IND,45,13.1
2010-2011,James Jones,MIA,81,19.1
2010-2011,Solomon Jones,IND,39,13.5
2010-2011,DeAndre Jordan,LAC,80,25.6
2010-2011,Chris Kaman,LAC,32,26.2
2010-2011,Jason Kidd,DAL,80,33.2
2010-2011,Andrei Kirilenko,UTA,64,31.2
2010-2011,Linas Kleiza,TOR,39,26.5
2010-2011,Kyle Korver,CHI,82,20.1
2010-2011,Nenad Krstic,BOS,71,22.1
2010-2011,Carl Landry,NOP,76,26.4
2010-2011,Acie Law,GSW,51,14.2
2010-2011,Ty Lawson,DEN,80,26.3
2010-2011,Arron Afflalo,DEN,69,33.7
2010-2011,LaMarcus Aldridge,POR,81,39.6
2010-2011,Ray Allen,BOS,80,36.1
2010-2011,Tony Allen,MEM,72,20.8
2010-2011,Al-Farouq Aminu,LAC,81,17.9
2010-2011,Lou Amundson,GSW,46,15.0
2010-2011,Chris Andersen,DEN,45,16.3
2010-2011,Ryan Anderson,ORL,64,22.3
2010-2011,Carmelo Anthony,NYK,77,35.7
2010-2011,Joel Anthony,MIA,75,19.5
2010-2011,Gilbert Arenas,ORL,70,25.7
2010-2011,Trevor Ariza,NOP,75,34.7
2010-2011,Hilton Armstrong,ATL,53,9.2
2010-2011,Carlos Arroyo,BOS,64,18.5
2010-2011,Darrell Arthur,MEM,80,20.1
2010-2011,Omer Asik,CHI,82,12.1
2010-2011,D.J. Augustin,CHA,82,33.6
2010-2011,Leandro Barbosa,TOR,58,24.0
2010-2011,J.J. Barea,DAL,81,20.6
2010-2011,Andrea Bargnani,TOR,66,35.7
2010-2011,Matt Barnes,LAL,53,19.2
2010-2011,Brandon Bass,ORL,76,26.1
2010-2011,Shane Battier,MEM,82,29.0
2010-2011,Nicolas Batum,POR,80,31.5
2010-2011,Jerryd Bayless,TOR,71,21.1
2010-2011,Michael Beasley,MIN,73,32.3
2010-2011,Marco Belinelli,NOP,80,24.5
2010-2011,Raja Bell,UTA,68,30.8
2010-2011,Mike Bibby,MIA,80,28.6
2010-2011,Andris Biedrins,GSW,59,23.7
2010-2011,Chauncey Billups,NYK,72,32.1
2010-2011,DeJuan Blair,SAS,81,21.4
2010-2011,Steve Blake,LAL,79,20.0
2010-2011,Andray Blatche,WAS,64,33.9
2010-2011,Eric Bledsoe,LAC,81,22.7
2010-2011,Keith Bogans,CHI,82,17.8
2010-2011,Andrew Bogut,MIL,65,35.3
2010-2011,Matt Bonner,SAS,66,21.7
2010-2011,Trevor Booker,WAS,65,16.4
2010-2011,Carlos Boozer,CHI,59,31.9
2010-2011,Chris Bosh,MIA,77,36.3
2010-2011,Earl Boykins,MIL,57,15.1
2010-2011,Elton Brand,PHI,81,34.7
2010-2011,Corey Brewer,DAL,69,21.9
2010-2011,Ronnie Brewer,CHI,81,22.0
2010-2011,Jon Brockman,MIL,63,10.8
2010-2011,Aaron Brooks,PHX,59,21.8
2010-2011,Derrick Brown,NYK,49,11.7
2010-2011,Kwame Brown,CHA,66,26.0
2010-2011,Shannon Brown,LAL,82,19.1
2010-2011,Kobe Bryant,LAL,82,33.9
2010-2011,Chase Budinger,HOU,78,22.3
2010-2011,Caron Butler,DAL,29,29.9
2010-2011,Rasual Butler,CHI,47,16.4
2010-2011,Andrew Bynum,LAL,54,27.8
2010-2011,Will Bynum,DET,61,18.4
2010-2011,Jose Calderon,TOR,68,30.9
2010-2011,Marcus Camby,POR,59,26.1
2010-2011,Brian Cardinal,DAL,56,11.0
2010-2011,Matt Carroll,CHA,54,10.8
2010-2011,Anthony Carter,NYK,33,14.0
2010-2011,Vince Carter,PHX,73,28.1
2010-2011,Omri Casspi,SAC,71,24.0
2010-2011,Mario Chalmers,MIA,70,22.6
2010-2011,Tyson Chandler,DAL,74,27.8
2010-2011,Wilson Chandler,DEN,72,33.3
2010-2011,Josh Childress,PHX,54,16.6
2010-2011,Jason Collins,ATL,49,12.1
2010-2011,Darren Collison,IND,79,29.9
2010-2011,Nick Collison,OKC,71,21.5
2010-2011,Mike Conley,MEM,81,35.5
2010-2011,Daequan Cook,OKC,43,13.9
2010-2011,DeMarcus Cousins,SAC,81,28.5
2010-2011,Jamal Crawford,ATL,76,30.2
2010-2011,Jordan Crawford,WAS,42,24.4
2010-2011,Dante Cunningham,CHA,78,21.0
2010-2011,Stephen Curry,GSW,74,33.6
2010-2011,Samuel Dalembert,SAC,80,24.2
2010-2011,Erick Dampier,MIA,51,16.0
2010-2011,Marquis Daniels,BOS,49,19.1
2010-2011,Baron Davis,CLE,58,28.4
2010-2011,Ed Davis,TOR,65,24.6
2010-2011,Glen Davis,BOS,78,29.5
2010-2011,Austin Daye,DET,72,20.1
2010-2011,Carlos Delfino,MIL,49,32.5
2010-2011,Luol Deng,CHI,82,39.1
2010-2011,DeMar DeRozan,TOR,82,34.8
2010-2011,Boris Diaw,CHA,82,33.9
2010-2011,Keyon Dooling,MIL,80,22.0
2010-2011,Joey Dorsey,TOR,43,12.1
2010-2011,Toney Douglas,NYK,81,24.3
2010-2011,Chris Douglas-Roberts,MIL,44,20.1
2010-2011,Goran Dragic,HOU,70,17.6
2010-2011,Jared Dudley,PHX,82,26.1
2010-2011,Chris Duhon,ORL,51,15.2
2010-2011,Tim Duncan,SAS,76,28.4
2010-2011,Mike Dunleavy,IND,61,27.6
2010-2011,Kevin Durant,OKC,78,38.9
2010-2011,Wayne Ellington,MIN,62,19.1
2010-2011,Monta Ellis,GSW,80,40.3
2009-2010,Dwyane Wade,MIA,77,36.3
2009-2010,Henry Walker,NYK,35,21.9
2009-2010,Ben Wallace,DET,69,28.6
2009-2010,Gerald Wallace,CHA,76,41.0
2009-2010,Rasheed Wallace,BOS,79,22.5
2009-2010,Hakim Warrick,CHI,76,20.5
2009-2010,C.J. Watson,GSW,65,27.5
2009-2010,Earl Watson,IND,79,29.4
2009-2010,Martell Webster,POR,82,24.5
2009-2010,Sonny Weems,TOR,69,19.8
2009-2010,David West,NOP,81,36.4
2009-2010,Delonte West,CLE,60,25.0
2009-2010,Russell Westbrook,OKC,82,34.3
2009-2010,Damien Wilkins,MIN,80,19.8
2009-2010,Deron Williams,UTA,76,36.9
2009-2010,Jason Williams,ORL,82,20.8
2009-2010,Jawad Williams,CLE,54,13.7
2009-2010,Lou Williams,PHI,64,29.9
2009-2010,Marcus D. Williams,MEM,62,14.1
2009-2010,Marvin Williams,ATL,81,30.5
2009-2010,Mo Williams,CLE,69,34.2
2009-2010,Reggie Williams,GSW,24,32.6
2009-2010,Shelden Williams,BOS,54,11.1
2009-2010,Terrence Williams,NJN,78,22.6
2009-2010,Metta World Peace,LAL,77,33.8
2009-2010,Antoine Wright,TOR,67,20.8
2009-2010,Dorell Wright,MIA,72,20.8
2009-2010,Julian Wright,NOP,68,12.8
2009-2010,Jianlian Yi,NJN,52,31.8
2009-2010,Nick Young,WAS,74,19.2
2009-2010,Sam Young,MEM,80,16.5
2009-2010,Thaddeus Young,PHI,67,32.0
2009-2010,O.J. Mayo,MEM,82,38.0
2009-2010,Luc Mbah a Moute,MIL,73,25.6
2009-2010,Antonio McDyess,SAS,77,21.0
2009-2010,JaVale McGee,WAS,60,16.1
2009-2010,Tracy McGrady,NYK,30,22.4
2009-2010,Josh McRoberts,IND,42,12.5
2009-2010,Jodie Meeks,PHI,60,12.0
2009-2010,C.J. Miles,UTA,63,23.8
2009-2010,Darko Milicic,MIN,32,21.4
2009-2010,Andre Miller,POR,82,30.5
2009-2010,Brad Miller,CHI,82,23.8
2009-2010,Mike Miller,WAS,54,33.4
2009-2010,Paul Millsap,UTA,82,27.8
2009-2010,Nazr Mohammed,CHA,58,17.0
2009-2010,Jamario Moon,CLE,61,17.2
2009-2010,Anthony Morrow,GSW,69,29.2
2009-2010,Troy Murphy,IND,72,32.6
2009-2010,Flip Murray,CHI,75,22.3
2009-2010,Eduardo Najera,DAL,46,14.9
2009-2010,Steve Nash,PHX,81,32.8
2009-2010,Jameer Nelson,ORL,65,28.6
2009-2010,Maybyner Nene,DEN,82,33.6
2009-2010,Joakim Noah,CHI,64,30.1
2009-2010,Andres Nocioni,SAC,75,19.7
2009-2010,Dirk Nowitzki,DAL,81,37.5
2009-2010,Jermaine O'Neal,MIA,70,28.4
2009-2010,Shaquille O'Neal,CLE,53,23.4
2009-2010,Fabricio Oberto,WAS,57,11.4
2009-2010,Greg Oden,POR,21,23.9
2009-2010,Lamar Odom,LAL,82,31.5
2009-2010,Emeka Okafor,NOP,82,28.9
2009-2010,Mehmet Okur,UTA,73,29.4
