player,player_salary,season
Channing Frye,"$8,579,088",2014/15
Landry Fields,"$8,500,000",2014/15
Ryan Anderson,"$8,491,500",2014/15
Marcus Camby,"$8,354,416",2014/15
Drew Gooden,"$8,128,490",2014/15
Jeff Teague,"$8,000,000",2014/15
Taj Gibson,"$8,000,000",2014/15
Brandon Jennings,"$8,000,000",2014/15
George Hill,"$8,000,000",2014/15
OJ Mayo,"$8,000,000",2014/15
Boris Diaw,"$8,000,000",2014/15
Dirk Nowitzki,"$7,974,482",2014/15
Ersan Ilyasova,"$7,900,000",2014/15
Glen Davis,"$7,827,985",2014/15
Tayshaun Prince,"$7,707,865",2014/15
Al Harrington,"$7,609,800",2014/15
Arron Afflalo,"$7,562,500",2014/15
Goran Dragic,"$7,500,000",2014/15
Kyrie Irving,"$7,459,924",2014/15
Josh Childress,"$7,317,500",2014/15
Wesley Matthews,"$7,245,640",2014/15
Isaiah Thomas,"$7,238,606",2014/15
Avery Bradley,"$7,191,011",2014/15
Pau Gasol,"$7,128,000",2014/15
Jose Calderon,"$7,097,191",2014/15
Travis Outlaw,"$7,000,000",2014/15
Marvin Williams,"$7,000,000",2014/15
Manu Ginobili,"$7,000,000",2014/15
Amir Johnson,"$7,000,000",2014/15
Brandon Bass,"$6,950,000",2014/15
JJ Redick,"$6,792,500",2014/15
Kevin Martin,"$6,792,500",2014/15
Wilson Chandler,"$6,754,913",2014/15
Carl Landry,"$6,750,000",2014/15
Derrick Williams,"$6,679,866",2014/15
Jason Richardson,"$6,601,125",2014/15
Greivis Vasquez,"$6,400,000",2014/15
Jarrett Jack,"$6,300,000",2014/15
Kyle Korver,"$6,253,521",2014/15
Jason Thompson,"$6,037,500",2014/15
Boris Diaw,"$4,702,500",2013/14
Jose Juan Barea,"$4,687,000",2013/14
Linas Kleiza,"$4,600,000",2013/14
Luc Mbah a Moute,"$4,588,384",2013/14
Jonas Jerebko,"$4,500,000",2013/14
Luis Scola,"$4,500,000",2013/14
Corey Brewer,"$4,500,000",2013/14
Ekpe Udoh,"$4,469,547",2013/14
Timofey Mozgov,"$4,400,000",2013/14
Earl Clark,"$4,361,518",2013/14
Udonis Haslem,"$4,340,000",2013/14
Luke Ridnour,"$4,320,000",2013/14
Bradley Beal,"$4,319,280",2013/14
Tristan Thompson,"$4,285,560",2013/14
Otto Porter,"$4,278,000",2013/14
Jared Dudley,"$4,250,000",2013/14
Quentin Richardson,"$4,208,107",2013/14
Raymond Felton,"$4,180,000",2013/14
Greg Monroe,"$4,086,453",2013/14
Kirk Hinrich,"$4,059,000",2013/14
Ricky Rubio,"$4,002,120",2013/14
Elton Brand,"$4,000,000",2013/14
Steve Blake,"$4,000,000",2013/14
Ian Mahinmi,"$4,000,000",2013/14
Mario Chalmers,"$4,000,000",2013/14
Brandon Rush,"$4,000,000",2013/14
Matt Bonner,"$3,945,000",2013/14
Thabo Sefolosha,"$3,900,000",2013/14
Dion Waiters,"$3,894,240",2013/14
Cody Zeller,"$3,857,040",2013/14
Joel Anthony,"$3,800,000",2013/14
Danny Green,"$3,762,500",2013/14
Steve Novak,"$3,750,001",2013/14
Samuel Dalembert,"$3,700,748",2013/14
Al-Farouq Aminu,"$3,700,000",2013/14
Thomas Robinson,"$3,526,440",2013/14
Jonas Valanciunas,"$3,526,440",2013/14
Jan Vesely,"$3,524,880",2013/14
Marreese Speights,"$3,500,000",2013/14
Jordan Hill,"$3,500,000",2013/14
Gerald Green,"$3,500,000",2013/14
Alex Len,"$3,492,720",2013/14
Gordon Hayward,"$3,452,183",2013/14
Marcus Camby,"$3,383,773",2013/14
Enes Kanter,"$6,008,106",2014/15
Gerald Henderson,"$6,000,000",2014/15
Jodie Meeks,"$6,000,000",2014/15
JR Smith,"$5,982,375",2014/15
Chuck Hayes,"$5,958,750",2014/15
Patrick Patterson,"$5,831,326",2014/15
Jose Juan Barea,"$5,822,078",2014/15
PJ Tucker,"$5,700,000",2014/15
Anthony Davis,"$5,607,240",2014/15
Anthony Bennett,"$5,563,920",2014/15
Andrew Wiggins,"$5,510,640",2014/15
Greg Monroe,"$5,479,933",2014/15
Jason Terry,"$5,450,000",2014/15
Jamal Crawford,"$5,450,000",2014/15
Courtney Lee,"$5,450,000",2014/15
Louis Williams,"$5,450,000",2014/15
Tristan Thompson,"$5,421,233",2014/15
JJ Hickson,"$5,381,750",2014/15
Martell Webster,"$5,381,750",2014/15
Robin Lopez,"$5,340,229",2014/15
Nikola Mirotic,"$5,305,000",2014/15
Shaun Livingston,"$5,305,000",2014/15
Spencer Hawes,"$5,305,000",2014/15
Josh McRoberts,"$5,305,000",2014/15
Paul Pierce,"$5,305,000",2014/15
Chris Andersen,"$5,300,000",2014/15
Zaza Pachulia,"$5,200,000",2014/15
Ricky Rubio,"$5,070,686",2014/15
Michael Kidd-Gilchrist,"$5,016,960",2014/15
Tony Allen,"$5,000,000",2014/15
Chase Budinger,"$5,000,000",2014/15
Paul George,"$3,282,003",2013/14
Shane Battier,"$3,270,000",2013/14
Gary Neal,"$3,250,000",2013/14
Alonzo Gee,"$3,250,000",2013/14
Matt Barnes,"$3,250,000",2013/14
Carlos Delfino,"$3,250,000",2013/14
Klay Thompson,"$3,245,151",2013/14
Darrell Arthur,"$3,231,683",2013/14
Mirza Teletovic,"$3,229,050",2013/14
Ray Allen,"$3,229,050",2013/14
Bismack Biyombo,"$3,217,680",2013/14
Damian Lillard,"$3,202,920",2013/14
Andrei Kirilenko,"$3,183,000",2013/14
Chris Kaman,"$3,183,000",2013/14
Tyler Hansbrough,"$3,183,000",2013/14
Vince Carter,"$3,180,000",2013/14
Nerlens Noel,"$3,172,320",2013/14
Ed Davis,"$3,153,860",2013/14
Jerryd Bayless,"$3,135,000",2013/14
Lavoy Allen,"$3,120,000",2013/14
Patrick Patterson,"$3,105,301",2013/14
Alexey Shved,"$3,066,667",2013/14
Larry Sanders,"$3,053,368",2013/14
Mike Dunleavy,"$3,000,000",2013/14
Randy Foye,"$3,000,000",2013/14
Chris Copeland,"$3,000,000",2013/14
Kosta Koufos,"$3,000,000",2013/14
Kwame Brown,"$3,000,000",2013/14
Joel Freeland,"$3,000,000",2013/14
Dorell Wright,"$3,000,000",2013/14
Brandon Knight,"$2,947,800",2013/14
Harrison Barnes,"$2,923,920",2013/14
Ben McLemore,"$2,895,960",2013/14
Jimmer Fredette,"$2,813,399",2013/14
Will Bynum,"$2,790,343",2013/14
Brandan Wright,"$5,000,000",2014/15
Trevor Booker,"$5,000,000",2014/15
Nick Young,"$4,994,420",2014/15
Victor Oladipo,"$4,978,200",2014/15
Jabari Parker,"$4,930,560",2014/15
Chris Kaman,"$4,800,000",2014/15
Kostas Papanikolaou,"$4,797,664",2014/15
Darren Collison,"$4,797,664",2014/15
Jameer Nelson,"$4,750,000",2014/15
Corey Brewer,"$4,702,500",2014/15
Timofey Mozgov,"$4,650,000",2014/15
Andre Miller,"$4,625,000",2014/15
Bradley Beal,"$4,505,280",2014/15
Jonas Jerebko,"$4,500,000",2014/15
Luis Scola,"$4,500,000",2014/15
Caron Butler,"$4,500,000",2014/15
Ben Gordon,"$4,500,000",2014/15
Otto Porter,"$4,470,480",2014/15
Joel Embiid,"$4,427,640",2014/15
Luc Mbah a Moute,"$4,382,576",2014/15
Raymond Felton,"$4,360,000",2014/15
Jared Dudley,"$4,250,000",2014/15
Kris Humphries,"$4,250,000",2014/15
CJ Miles,"$4,205,000",2014/15
Bismack Biyombo,"$4,086,453",2014/15
Dion Waiters,"$4,062,000",2014/15
Cody Zeller,"$4,030,560",2014/15
Danny Green,"$4,025,000",2014/15
Thabo Sefolosha,"$4,000,000",2014/15
Ian Mahinmi,"$4,000,000",2014/15
Mario Chalmers,"$4,000,000",2014/15
Aaron Gordon,"$3,992,040",2014/15
Vince Carter,"$3,911,981",2014/15
Kevin Seraphin,"$3,898,691",2014/15
Devin Harris,"$3,878,896",2014/15
Joel Anthony,"$3,800,000",2014/15
Maurice Williams,"$3,750,000",2014/15
Thomas Robinson,"$3,678,360",2014/15
Jonas Valanciunas,"$3,678,360",2014/15
Marreese Speights,"$3,657,500",2014/15
Alex Len,"$3,649,920",2014/15
Dante Exum,"$3,615,000",2014/15
Brandon Knight,"$3,553,917",2014/15
Gerald Green,"$3,500,000",2014/15
Patrick Mills,"$3,500,000",2014/15
Darrell Arthur,"$3,457,149",2014/15
Kevin Seraphin,"$2,761,113",2013/14
Marco Belinelli,"$2,750,000",2013/14
Kemba Walker,"$2,709,720",2013/14
Terrence Ross,"$2,678,640",2013/14
Greg Stiemsma,"$2,676,000",2013/14
Kentavious Caldwell-Pope,"$2,653,080",2013/14
Josh McRoberts,"$2,652,000",2013/14
Maurice Williams,"$2,652,000",2013/14
Eric Bledsoe,"$2,626,473",2013/14
Aaron Gray,"$2,612,500",2013/14
Nick Collison,"$2,585,668",2013/14
Avery Bradley,"$2,511,432",2013/14
DeMarre Carroll,"$2,500,000",2013/14
Wayne Ellington,"$2,500,000",2013/14
Chauncey Billups,"$2,500,000",2013/14
Jason Smith,"$2,500,000",2013/14
Jason Maxiell,"$2,500,000",2013/14
Andre Drummond,"$2,462,400",2013/14
Trey Burke,"$2,438,760",2013/14
Trevor Booker,"$2,350,820",2013/14
Austin Rivers,"$2,339,040",2013/14
Alec Burks,"$2,323,200",2013/14
CJ McCollum,"$2,316,720",2013/14
Quincy Pondexter,"$2,225,478",2013/14
CJ Miles,"$2,225,000",2013/14
Meyers Leonard,"$2,222,160",2013/14
Markieff Morris,"$2,207,040",2013/14
Michael Carter-Williams,"$2,200,920",2013/14
Dante Cunningham,"$2,180,000",2013/14
Jordan Crawford,"$2,162,418",2013/14
Greivis Vasquez,"$2,150,188",2013/14
Jeremy Lamb,"$2,111,160",2013/14
Marcus Morris,"$2,096,760",2013/14
Steven Adams,"$2,090,880",2013/14
Nate Robinson,"$2,016,000",2013/14
CJ Watson,"$2,016,000",2013/14
Eric Maynor,"$2,016,000",2013/14
Vitor Faverani,"$2,000,000",2013/14
Jermaine O'Neal,"$2,000,000",2013/14
Kawhi Leonard,"$1,991,760",2013/14
Kemba Walker,"$3,452,183",2014/15
Steve Novak,"$3,445,947",2014/15
Matt Barnes,"$3,396,250",2014/15
Mirza Teletovic,"$3,368,100",2014/15
Damian Lillard,"$3,340,920",2014/15
Mike Scott,"$3,333,333",2014/15
Andrei Kirilenko,"$3,326,235",2014/15
Tyler Hansbrough,"$3,326,235",2014/15
Nerlens Noel,"$3,315,120",2014/15
Marcus Smart,"$3,283,320",2014/15
Evan Turner,"$3,278,000",2014/15
Bojan Bogdanovic,"$3,278,000",2014/15
Jason Smith,"$3,278,000",2014/15
Carlos Delfino,"$3,250,000",2014/15
Gary Neal,"$3,250,000",2014/15
Alec Burks,"$3,201,369",2014/15
Anthony Morrow,"$3,200,000",2014/15
Alexey Shved,"$3,198,723",2014/15
Markieff Morris,"$3,153,860",2014/15
Quincy Pondexter,"$3,146,068",2014/15
Dorell Wright,"$3,145,000",2014/15
Chris Copeland,"$3,130,000",2014/15
Marcus Morris,"$3,105,301",2014/15
Joel Freeland,"$3,100,000",2014/15
Klay Thompson,"$3,075,880",2014/15
Kawhi Leonard,"$3,053,368",2014/15
Harrison Barnes,"$3,049,920",2014/15
Ben McLemore,"$3,026,280",2014/15
Mike Dunleavy,"$3,000,000",2014/15
Randy Foye,"$3,000,000",2014/15
Anthony Tolliver,"$3,000,000",2014/15
Kosta Koufos,"$3,000,000",2014/15
Jerryd Bayless,"$3,000,000",2014/15
DJ Augustin,"$3,000,000",2014/15
Julius Randle,"$2,997,360",2014/15
Will Bynum,"$2,915,908",2014/15
Nikola Vucevic,"$2,902,757",2014/15
Marco Belinelli,"$2,873,750",2014/15
Furkan Aldemir,"$2,810,305",2014/15
Terrence Ross,"$2,793,960",2014/15
Kentavious Caldwell-Pope,"$2,772,480",2014/15
Iman Shumpert,"$2,761,113",2014/15
Luke Ridnour,"$2,750,000",2014/15
Kelly Olynyk,"$1,986,360",2013/14
John Henson,"$1,905,360",2013/14
Darren Collison,"$1,900,000",2013/14
Nikola Vucevic,"$1,892,280",2013/14
Shabazz Muhammad,"$1,887,120",2013/14
Moe Harkless,"$1,809,840",2013/14
Iman Shumpert,"$1,797,600",2013/14
Giannis Antetokounmpo,"$1,792,560",2013/14
Royce White,"$1,777,148",2013/14
Anthony Randolph,"$1,750,000",2013/14
Gigi Datome,"$1,750,000",2013/14
Jeff Ayres,"$1,750,000",2013/14
Chris Singleton,"$1,707,720",2013/14
Reggie Evans,"$1,695,636",2013/14
Jeremy Evans,"$1,660,000",2013/14
Tyler Zeller,"$1,633,440",2013/14
Tobias Harris,"$1,630,800",2013/14
Dennis Schroeder,"$1,617,840",2013/14
Toney Douglas,"$1,600,000",2013/14
Ronny Turiaf,"$1,600,000",2013/14
John Lucas,"$1,600,000",2013/14
Pablo Prigioni,"$1,591,350",2013/14
Terrence Jones,"$1,551,840",2013/14
Jodie Meeks,"$1,550,000",2013/14
Shane Larkin,"$1,536,960",2013/14
Gustavo Ayon,"$1,500,000",2013/14
Chris Duhon,"$1,500,000",2013/14
James Jones,"$1,500,000",2013/14
Vyacheslav Kravtsov,"$1,500,000",2013/14
Andrew Nicholson,"$1,482,000",2013/14
Sergey Karasev,"$1,467,840",2013/14
Nando De Colo,"$1,463,000",2013/14
Kenneth Faried,"$1,442,880",2013/14
Evan Fournier,"$1,422,720",2013/14
Donatas Motiejunas,"$1,422,720",2013/14
Tony Snell,"$1,409,040",2013/14
Antawn Jamison,"$1,399,507",2013/14
Nik Stauskas,"$2,745,840",2014/15
Brian Roberts,"$2,732,000",2014/15
Udonis Haslem,"$2,732,000",2014/15
Kirk Hinrich,"$2,730,000",2014/15
Andre Drummond,"$2,568,360",2014/15
Trey Burke,"$2,548,560",2014/15
Noah Vonleh,"$2,524,200",2014/15
Tobias Harris,"$2,511,432",2014/15
DeMarre Carroll,"$2,500,000",2014/15
James Johnson,"$2,500,000",2014/15
Austin Rivers,"$2,439,840",2014/15
Shelvin Mack,"$2,433,333",2014/15
CJ McCollum,"$2,421,000",2014/15
Elfrid Payton,"$2,397,840",2014/15
Kenneth Faried,"$2,373,537",2014/15
Reggie Jackson,"$2,325,680",2014/15
Meyers Leonard,"$2,317,920",2014/15
Michael Carter-Williams,"$2,300,040",2014/15
Doug McDermott,"$2,277,960",2014/15
Nick Collison,"$2,242,003",2014/15
Jeremy Lamb,"$2,202,000",2014/15
Steven Adams,"$2,184,960",2014/15
Norris Cole,"$2,150,188",2014/15
Cory Joseph,"$2,134,593",2014/15
Jimmy Butler,"$2,119,214",2014/15
Nate Robinson,"$2,106,720",2014/15
Eric Maynor,"$2,106,720",2014/15
Jordan Farmar,"$2,100,000",2014/15
Danny Granger,"$2,100,000",2014/15
Steve Blake,"$2,100,000",2014/15
Aron Baynes,"$2,100,000",2014/15
Vitor Faverani,"$2,090,000",2014/15
CJ Watson,"$2,077,000",2014/15
Beno Udrih,"$2,077,000",2014/15
Ramon Sessions,"$2,077,000",2014/15
Kelly Olynyk,"$2,075,760",2014/15
Zach LaVine,"$2,055,840",2014/15
Kent Bazemore,"$2,000,000",2014/15
Elton Brand,"$2,000,000",2014/15
DeJuan Blair,"$2,000,000",2014/15
Jannero Pargo,"$1,399,507",2013/14
Nazr Mohammed,"$1,399,507",2013/14
Rasual Butler,"$1,399,507",2013/14
Willie Green,"$1,399,507",2013/14
Rashard Lewis,"$1,399,507",2013/14
Kenyon Martin,"$1,399,507",2013/14
Derek Fisher,"$1,399,507",2013/14
Earl Watson,"$1,399,507",2013/14
Jared Sullinger,"$1,365,720",2013/14
Gorgui Dieng,"$1,352,640",2013/14
Scotty Hopson,"$1,350,000",2013/14
Reggie Jackson,"$1,329,720",2013/14
Fab Melo,"$1,311,240",2013/14
Victor Claver,"$1,311,240",2013/14
Jared Cunningham,"$1,301,208",2013/14
Mason Plumlee,"$1,298,640",2013/14
MarShon Brooks,"$1,276,560",2013/14
Devin Harris,"$1,272,279",2013/14
Beno Udrih,"$1,272,279",2013/14
Roger Mason,"$1,272,279",2013/14
Shaun Livingston,"$1,265,977",2013/14
Francisco Garcia,"$1,265,977",2013/14
Ronnie Price,"$1,265,977",2013/14
John Jenkins,"$1,258,800",2013/14
Ronnie Brewer,"$1,256,250",2013/14
Solomon Hill,"$1,246,680",2013/14
Jordan Hamilton,"$1,234,320",2013/14
Pero Antic,"$1,200,000",2013/14
Hasheem Thabeet,"$1,200,000",2013/14
Tim Hardaway Jr,"$1,196,760",2013/14
Norris Cole,"$1,191,240",2013/14
Ryan Hollins,"$1,186,459",2013/14
Cory Joseph,"$1,182,600",2013/14
Jimmy Butler,"$1,174,080",2013/14
Tony Wroten,"$1,160,040",2013/14
Reggie Bullock,"$1,149,000",2013/14
Patrick Mills,"$1,133,950",2013/14
John Henson,"$1,987,320",2014/15
Shabazz Muhammad,"$1,971,960",2014/15
TJ Warren,"$1,953,120",2014/15
Moe Harkless,"$1,887,840",2014/15
Samuel Dalembert,"$1,885,755",2014/15
Giannis Antetokounmpo,"$1,873,200",2014/15
Adreian Payne,"$1,855,320",2014/15
Ishmael Smith,"$1,838,615",2014/15
Jeff Ayres,"$1,828,750",2014/15
Anthony Randolph,"$1,825,359",2014/15
Jeremy Evans,"$1,795,000",2014/15
Joffrey Lauvergne,"$1,790,281",2014/15
Reggie Evans,"$1,768,654",2014/15
Jusuf Nurkic,"$1,762,680",2014/15
Lucas Nogueira,"$1,762,680",2014/15
Zoran Dragic,"$1,756,500",2014/15
Gigi Datome,"$1,750,000",2014/15
Tyler Zeller,"$1,703,760",2014/15
Dennis Schroeder,"$1,690,680",2014/15
James Young,"$1,674,480",2014/15
Pablo Prigioni,"$1,662,961",2014/15
Ryan Kelly,"$1,650,000",2014/15
Terrence Jones,"$1,618,680",2014/15
Shane Larkin,"$1,606,080",2014/15
Ronny Turiaf,"$1,600,000",2014/15
Miroslav Raduljica,"$1,596,056",2014/15
Tyler Ennis,"$1,590,720",2014/15
Andrew Nicholson,"$1,545,840",2014/15
Sergey Karasev,"$1,533,840",2014/15
Gary Harris,"$1,519,200",2014/15
Donatas Motiejunas,"$1,483,920",2014/15
Evan Fournier,"$1,483,920",2014/15
Tony Snell,"$1,472,400",2014/15
Bruno Caboclo,"$1,458,360",2014/15
Jannero Pargo,"$1,448,490",2014/15
Nazr Mohammed,"$1,448,490",2014/15
Miles Plumlee,"$1,121,520",2013/14
Andre Roberson,"$1,110,840",2013/14
Nick Young,"$1,106,942",2013/14
Jordan Farmar,"$1,106,942",2013/14
Arnett Moultrie,"$1,089,240",2013/14
Perry Jones,"$1,082,520",2013/14
Rudy Gobert,"$1,078,800",2013/14
Marquis Teague,"$1,074,720",2013/14
Festus Ezeli,"$1,066,920",2013/14
Archie Goodwin,"$1,064,400",2013/14
Nemanja Nedovic,"$1,056,720",2013/14
Kyle Singler,"$1,045,000",2013/14
Aaron Brooks,"$1,027,424",2013/14
Greg Oden,"$1,027,424",2013/14
Anthony Morrow,"$1,027,424",2013/14
Cartier Martin,"$1,003,248",2013/14
Richard Hamilton,"$1,000,000",2013/14
Ishmael Smith,"$985,000",2013/14
Lance Stephenson,"$981,349",2013/14
Alan Anderson,"$947,907",2013/14
Omri Casspi,"$947,907",2013/14
AJ Price,"$947,907",2013/14
BJ Mullens,"$947,907",2013/14
Austin Daye,"$947,907",2013/14
Darius Morris,"$944,923",2013/14
DeJuan Blair,"$941,000",2013/14
Chandler Parsons,"$926,500",2013/14
Wesley Johnson,"$916,099",2013/14
Xavier Henry,"$916,099",2013/14
Jeff Adrien,"$916,099",2013/14
Chris Johnson,"$916,099",2013/14
James Anderson,"$916,099",2013/14
Garrett Temple,"$916,099",2013/14
Jon Leuer,"$900,000",2013/14
Mike James,"$889,097",2013/14
Shelvin Mack,"$884,293",2013/14
Greg Smith,"$884,293",2013/14
Josh Harrellson,"$884,293",2013/14
Donald Sloan,"$884,293",2013/14
Lance Thomas,"$884,293",2013/14
Cole Aldrich,"$884,293",2013/14
E'Twaun Moore,"$884,293",2013/14
James Jones,"$1,448,490",2014/15
Shawn Marion,"$1,448,490",2014/15
Richard Jefferson,"$1,448,490",2014/15
Leandro Barbosa,"$1,448,490",2014/15
Hidayet Turkoglu,"$1,448,490",2014/15
Willie Green,"$1,448,490",2014/15
Matt Bonner,"$1,448,490",2014/15
Rasual Butler,"$1,448,490",2014/15
Jared Sullinger,"$1,424,520",2014/15
Gorgui Dieng,"$1,413,480",2014/15
Mitch McGary,"$1,400,040",2014/15
Victor Claver,"$1,370,000",2014/15
Mason Plumlee,"$1,357,080",2014/15
Jordan Adams,"$1,344,120",2014/15
Jason Maxiell,"$1,316,809",2014/15
Charlie Villanueva,"$1,316,809",2014/15
Francisco Garcia,"$1,316,809",2014/15
Ronnie Price,"$1,316,809",2014/15
Sebastian Telfair,"$1,316,809",2014/15
John Jenkins,"$1,312,920",2014/15
Ryan Hollins,"$1,310,286",2014/15
Solomon Hill,"$1,302,840",2014/15
Louis Amundson,"$1,294,868",2014/15
Rodney Hood,"$1,290,360",2014/15
Alan Anderson,"$1,276,061",2014/15
Austin Daye,"$1,263,550",2014/15
Bernard James,"$1,259,775",2014/15
Tim Hardaway Jr,"$1,250,640",2014/15
Pero Antic,"$1,250,000",2014/15
Shabazz Napier,"$1,238,640",2014/15
Jordan Hamilton,"$1,232,610",2014/15
Shavlik Randolph,"$1,227,985",2014/15
Aaron Gray,"$1,227,985",2014/15
Rodney Stuckey,"$1,227,985",2014/15
Jeff Adrien,"$1,217,698",2014/15
Tony Wroten,"$1,210,080",2014/15
Reggie Bullock,"$1,200,720",2014/15
Clint Capela,"$1,189,200",2014/15
Miles Plumlee,"$1,169,880",2014/15
Andre Roberson,"$1,160,880",2014/15
PJ Hairston,"$1,149,720",2014/15
Cartier Martin,"$1,145,685",2014/15
Brandon Rush,"$1,145,685",2014/15
PJ Tucker,"$884,293",2013/14
Isaiah Thomas,"$884,293",2013/14
Julyan Stone,"$884,293",2013/14
Draymond Green,"$875,500",2013/14
Allen Crabbe,"$825,000",2013/14
Elliot Williams,"$797,545",2013/14
Robert Sacre,"$788,873",2013/14
Mike Scott,"$788,872",2013/14
Jeffery Taylor,"$788,872",2013/14
Tornike Shengelia,"$788,872",2013/14
Jae Crowder,"$788,872",2013/14
Bernard James,"$788,872",2013/14
Quincy Miller,"$788,872",2013/14
Patrick Beverley,"$788,872",2013/14
Orlando Johnson,"$788,872",2013/14
Khris Middleton,"$788,872",2013/14
Brian Roberts,"$788,872",2013/14
Darius Miller,"$788,872",2013/14
Doron Lamb,"$788,872",2013/14
Kyle O'Quinn,"$788,872",2013/14
Henry Sims,"$788,872",2013/14
Will Barton,"$788,872",2013/14
Quincy Acy,"$788,872",2013/14
Aron Baynes,"$788,872",2013/14
Kent Bazemore,"$762,195",2013/14
Diante Garrett,"$719,266",2013/14
Malcolm Thomas,"$702,233",2013/14
Dwight Buycks,"$700,000",2013/14
Leandro Barbosa,"$650,359",2013/14
Alexis Ajinca,"$635,880",2013/14
DJ Augustin,"$592,279",2013/14
Isaiah Canaan,"$570,515",2013/14
Jeremy Tyler,"$556,584",2013/14
Ricky Ledo,"$550,000",2013/14
Shawne Williams,"$1,145,685",2014/15
Arnett Moultrie,"$1,136,160",2014/15
Christapher Johnson,"$1,135,974",2014/15
Perry Jones,"$1,129,200",2014/15
Rudy Gobert,"$1,127,400",2014/15
Marquis Teague,"$1,120,920",2014/15
Festus Ezeli,"$1,112,880",2014/15
Archie Goodwin,"$1,112,280",2014/15
CJ Wilcox,"$1,109,760",2014/15
Nemanja Nedovic,"$1,104,240",2014/15
Damjan Rudez,"$1,100,000",2014/15
Kyle Anderson,"$1,093,680",2014/15
Kyle Singler,"$1,090,000",2014/15
Xavier Henry,"$1,082,000",2014/15
Wayne Ellington,"$1,063,384",2014/15
Alonzo Gee,"$1,063,384",2014/15
Omri Casspi,"$1,063,384",2014/15
John Salmons,"$1,000,000",2014/15
Robert Covington,"$1,000,000",2014/15
Toure Murry,"$1,000,000",2014/15
Al-Farouq Aminu,"$981,084",2014/15
Ekpe Udoh,"$981,084",2014/15
Wesley Johnson,"$981,084",2014/15
Ed Davis,"$981,084",2014/15
Alexis Ajinca,"$981,084",2014/15
Luke Babbitt,"$981,084",2014/15
Cole Aldrich,"$981,084",2014/15
Greg Stiemsma,"$981,084",2014/15
Garrett Temple,"$981,084",2014/15
Jon Leuer,"$967,500",2014/15
Ricky Ledo,"$960,566",2014/15
Jorge Gutierrez,"$960,566",2014/15
E'Twaun Moore,"$948,163",2014/15
Greg Smith,"$948,163",2014/15
Joey Dorsey,"$948,163",2014/15
Donald Sloan,"$948,163",2014/15
Lavoy Allen,"$948,163",2014/15
Jimmer Fredette,"$948,163",2014/15
Lance Thomas,"$937,004",2014/15
Kendall Marshall,"$547,570",2013/14
Shawne Williams,"$535,770",2013/14
Chris Douglas-Roberts,"$535,288",2013/14
Jamaal Franklin,"$535,000",2013/14
Ray McCallum,"$524,616",2013/14
James Johnson,"$507,409",2013/14
Ryan Gomes,"$495,521",2013/14
Phil Pressey,"$490,180",2013/14
Matthew Dellavedova,"$490,180",2013/14
Carrick Felix,"$490,180",2013/14
Gal Mekel,"$490,180",2013/14
Tony Mitchell,"$490,180",2013/14
Peyton Siva,"$490,180",2013/14
Ognjen Kuzmic,"$490,180",2013/14
Robert Covington,"$490,180",2013/14
Ryan Kelly,"$490,180",2013/14
